-11.900000	0.976376	-0.111238	0.113930
-11.800000	0.965682	-0.106942	0.110743
-11.700000	0.955392	-0.102902	0.107706
-11.600000	0.945480	-0.099117	0.104832
-11.500000	0.935921	-0.095588	0.102132
-11.400000	0.926690	-0.092314	0.099617
-11.300000	0.917760	-0.089297	0.097298
-11.200000	0.909107	-0.086535	0.095186
-11.100000	0.900704	-0.084028	0.093292
-11.000000	0.892526	-0.081778	0.091625
-10.900000	0.884548	-0.079783	0.090197
-10.800000	0.876743	-0.078044	0.089016
-10.700000	0.869087	-0.076561	0.088093
-10.600000	0.861554	-0.075333	0.087439
-10.500000	0.854118	-0.074361	0.087062
-10.400000	0.846753	-0.073645	0.086974
-10.300000	0.839435	-0.073185	0.087183
-10.200000	0.832137	-0.072980	0.087702
-10.100000	0.824834	-0.073031	0.088540
-10.000000	0.817500	-0.073338	0.089710
-9.900000	0.810110	-0.073900	0.091223
-9.800000	0.802638	-0.074719	0.093091
-9.700000	0.795059	-0.075793	0.095330
-9.600000	0.787347	-0.077122	0.097952
-9.500000	0.779476	-0.078708	0.100975
-9.400000	0.771421	-0.080549	0.104416
-9.300000	0.763156	-0.082646	0.108295
-9.200000	0.754657	-0.084998	0.112632
-9.100000	0.745896	-0.087607	0.117451
-9.000000	0.736849	-0.090471	0.122780
-8.900000	0.727490	-0.093590	0.128648
-8.800000	0.717793	-0.096966	0.135089
-8.700000	0.707733	-0.100597	0.142140
-8.600000	0.697285	-0.104484	0.149844
-8.500000	0.686422	-0.108627	0.158251
-8.400000	0.675120	-0.113025	0.167415
-8.300000	0.663352	-0.117679	0.177401
-8.200000	0.651093	-0.122589	0.188282
-8.100000	0.638318	-0.127755	0.200143
-8.000000	0.625000	-0.133176	0.213082
-7.900000	0.611133	-0.138672	0.226910
-7.800000	0.596781	-0.143521	0.240491
-7.700000	0.582027	-0.147540	0.253494
-7.600000	0.566953	-0.150732	0.265862
-7.500000	0.551644	-0.153094	0.277523
-7.400000	0.536181	-0.154628	0.288387
-7.300000	0.520648	-0.155333	0.298346
-7.200000	0.505127	-0.155210	0.307269
-7.100000	0.489701	-0.154258	0.315004
-7.000000	0.474454	-0.152477	0.321374
-6.900000	0.459467	-0.149868	0.326178
-6.800000	0.444824	-0.146430	0.329186
-6.700000	0.430607	-0.142163	0.330146
-6.600000	0.416901	-0.137068	0.328779
-6.500000	0.403786	-0.131144	0.324786
-6.400000	0.391347	-0.124392	0.317856
-6.300000	0.379666	-0.116811	0.307667
-6.200000	0.368826	-0.108401	0.293908
-6.100000	0.358910	-0.099163	0.276289
-6.000000	0.350000	-0.089096	0.254559
-5.900000	0.342149	-0.078510	0.229463
-5.800000	0.335284	-0.068649	0.204748
-5.700000	0.329302	-0.059821	0.181659
-5.600000	0.324099	-0.052026	0.160526
-5.500000	0.319573	-0.045266	0.141645
-5.400000	0.315619	-0.039539	0.125276
-5.300000	0.312134	-0.034847	0.111640
-5.200000	0.309015	-0.031188	0.100926
-5.100000	0.306159	-0.028562	0.093293
-5.000000	0.303462	-0.026971	0.088878
-4.900000	0.300821	-0.026413	0.087805
-4.800000	0.298132	-0.026890	0.090194
-4.700000	0.295292	-0.028400	0.096175
-4.600000	0.292197	-0.030944	0.105899
-4.500000	0.288745	-0.034521	0.119556
-4.400000	0.284832	-0.039133	0.137388
-4.300000	0.280354	-0.044778	0.159719
-4.200000	0.275209	-0.051457	0.186974
-4.100000	0.269292	-0.059170	0.219724
-4.000000	0.262500	-0.067916	0.258729
-3.900000	0.254764	-0.077364	0.303670
-3.800000	0.246145	-0.086182	0.350126
-3.700000	0.236742	-0.094037	0.397212
-3.600000	0.226649	-0.100929	0.445308
-3.500000	0.215963	-0.106858	0.494796
-3.400000	0.204781	-0.111824	0.546067
-3.300000	0.193198	-0.115827	0.599527
-3.200000	0.181311	-0.118868	0.655602
-3.100000	0.169217	-0.120946	0.714740
-3.000000	0.157011	-0.122061	0.777405
-2.900000	0.144789	-0.122213	0.844074
-2.800000	0.132649	-0.121402	0.915213
-2.700000	0.120686	-0.119629	0.991237
-2.600000	0.108997	-0.116892	1.072435
-2.500000	0.097678	-0.113193	1.158841
-2.400000	0.086825	-0.108531	1.250001
-2.300000	0.076534	-0.102906	1.344578
-2.200000	0.066902	-0.096318	1.439687
-2.100000	0.058025	-0.088768	1.529805
-2.000000	0.050000	-0.080254	1.605083
