9.600000	0.473573
9.700000	0.473573
9.800000	0.473573
9.900000	0.473573
10.000000	0.473573
10.100000	0.473573
10.200000	0.473573
10.300000	0.473573
10.400000	0.473573
10.500000	0.473573
10.600000	0.473573
10.700000	0.473573
10.800000	0.473573
10.900000	0.473573
11.000000	0.473573
11.100000	0.473573
11.200000	0.473573
11.300000	0.473573
11.400000	0.473573
11.500000	0.473573
11.600000	0.473573
11.700000	0.473573
11.800000	0.473573
11.900000	0.473573
12.000000	0.473573
12.100000	0.473573
12.200000	0.473573
12.300000	0.473573
12.400000	0.473573
12.500000	0.473573
12.600000	0.473573
12.700000	0.473573
12.800000	0.473573
12.900000	0.473573
13.000000	0.473573
13.100000	0.473573
13.200000	0.473573
13.300000	0.473573
13.400000	0.473573
13.500000	0.473573
13.600000	0.473573
13.700000	0.473573
13.800000	0.473573
13.900000	0.473573
14.000000	0.473573
14.100000	0.473573
14.200000	0.473573
14.300000	0.473573
14.400000	0.473573
14.500000	0.473573
14.600000	0.473573
14.700000	0.473573
14.800000	0.473573
14.900000	0.473573
15.000000	0.110293
15.100000	0.110293
15.200000	0.110293
15.300000	0.110293
15.400000	0.110293
15.500000	0.110293
15.600000	0.110293
15.700000	0.110293
15.800000	0.110293
15.900000	0.110293
16.000000	0.110293
16.100000	0.110293
16.200000	0.110293
16.300000	0.110293
16.400000	0.110293
16.500000	0.110293
16.600000	0.110293
16.700000	0.110293
16.800000	0.110293
16.900000	0.110293
17.000000	0.110293
17.100000	0.110293
17.200000	0.110293
17.300000	0.110293
17.400000	0.110293
17.500000	0.110293
17.600000	0.110293
17.700000	0.110293
17.800000	0.110293
17.900000	0.110293
18.000000	0.110293
18.100000	0.110293
18.200000	0.110293
18.300000	0.110293
18.400000	0.110293
18.500000	0.110293
18.600000	0.110293
18.700000	0.110293
18.800000	0.110293
18.900000	0.110293
19.000000	0.110293
19.100000	0.111880
19.200000	0.113467
19.300000	0.115054
19.400000	0.116641
19.500000	0.118228
19.600000	0.119815
19.700000	0.121402
19.800000	0.122989
19.900000	0.124576
20.000000	0.126163
20.100000	0.127750
20.200000	0.129337
20.300000	0.130924
20.400000	0.132511
20.500000	0.134098
20.600000	0.135685
20.700000	0.137272
20.800000	0.138859
20.900000	0.140446
21.000000	0.142033
21.100000	0.143620
21.200000	0.145208
21.300000	0.146795
21.400000	0.148382
21.500000	0.149969
21.600000	0.151556
21.700000	0.153143
21.800000	0.154730
21.900000	0.156317
22.000000	0.157904
22.100000	0.158288
22.200000	0.158672
22.300000	0.159057
22.400000	0.159441
22.500000	0.159825
22.600000	0.160209
22.700000	0.160593
22.800000	0.160978
22.900000	0.161362
23.000000	0.161746
23.100000	0.162130
23.200000	0.162514
23.300000	0.162899
23.400000	0.163283
23.500000	0.163667
23.600000	0.164051
23.700000	0.164435
23.800000	0.164820
23.900000	0.165204
24.000000	0.165588
24.100000	0.165972
24.200000	0.166356
24.300000	0.166741
24.400000	0.167125
24.500000	0.167509
24.600000	0.167893
24.700000	0.168277
24.800000	0.168662
24.900000	0.169046
25.000000	0.169430
25.100000	0.172323
25.200000	0.175216
25.300000	0.178109
25.400000	0.181002
25.500000	0.183896
25.600000	0.186789
25.700000	0.189682
25.800000	0.192575
25.900000	0.195468
26.000000	0.198361
26.100000	0.201254
26.200000	0.204147
26.300000	0.207040
26.400000	0.209933
26.500000	0.212826
26.600000	0.215719
26.700000	0.218612
26.800000	0.221506
26.900000	0.224399
27.000000	0.227292
27.100000	0.230185
27.200000	0.233078
27.300000	0.235971
27.400000	0.238864
27.500000	0.241757
27.600000	0.244650
27.700000	0.247543
27.800000	0.250436
27.900000	0.253329
28.000000	0.256223
28.100000	0.257335
28.200000	0.258447
28.300000	0.259560
28.400000	0.260672
28.500000	0.261785
28.600000	0.262897
28.700000	0.264010
28.800000	0.265122
28.900000	0.266235
29.000000	0.267347
29.100000	0.268460
29.200000	0.269572
29.300000	0.270685
29.400000	0.271797
29.500000	0.272910
29.600000	0.274022
29.700000	0.275135
29.800000	0.276247
29.900000	0.277360
30.000000	0.278472
30.100000	0.278472
30.200000	0.278472
30.300000	0.278472
30.400000	0.278472
30.500000	0.278472
30.600000	0.278472
30.700000	0.278472
30.800000	0.278472
30.900000	0.278472
31.000000	0.278472
31.100000	0.278472
31.200000	0.278472
31.300000	0.278472
31.400000	0.278472
31.500000	0.278472
31.600000	0.278472
31.700000	0.278472
31.800000	0.278472
31.900000	0.278472
32.000000	0.278472
32.100000	0.278472
32.200000	0.278472
32.300000	0.278472
32.400000	0.278472
32.500000	0.278472
32.600000	0.278472
32.700000	0.278472
32.800000	0.278472
32.900000	0.278472
